epoch,lr,train_bce,train_ber,train_bit_errors,train_valid_bits,val_bce,val_ber,val_bit_errors,val_valid_bits
1,0.001,0.511604209334762,0.28206603009259257,9748202,34560000,0.4224373330010308,0.22439149305555556,1550994,6912000
2,0.001,0.35729905299433956,0.17673770254629628,6108055,34560000,0.27242194564254196,0.12246267361111111,846462,6912000
3,0.001,0.24163750565140335,0.1081921875,3739122,34560000,0.21727276893898292,0.09665668402777777,668091,6912000
4,0.001,0.19457504685013383,0.08654100115740741,2990857,34560000,0.1835650545756022,0.08187789351851851,565940,6912000
5,0.001,0.19075689086914063,0.0848421875,2932146,34560000,0.16284805100052446,0.07218402777777778,498936,6912000
6,0.001,0.15477919673213253,0.06866142939814815,2372939,34560000,0.16299307477032696,0.0723125,499824,6912000
7,0.001,0.14442566671018248,0.06402566550925926,2212727,34560000,0.13358600870768228,0.059393663194444446,410529,6912000
8,0.001,0.13222374691433378,0.058571614583333334,2024235,34560000,0.12688194105360243,0.05608666087962963,387671,6912000
9,0.001,0.1310511858339663,0.05781151620370371,1997966,34560000,0.11903474454526548,0.05246122685185185,362612,6912000
10,0.001,0.11820352511935764,0.052202430555555554,1804116,34560000,0.12060654647262008,0.05367881944444444,371028,6912000
11,0.001,0.12218548007541233,0.05377705439814815,1858535,34560000,0.12365945420441804,0.05488078703703704,379336,6912000
12,0.001,0.10991294168542932,0.048315219907407406,1669774,34560000,0.10312518070362232,0.04550101273148148,314503,6912000
13,0.001,0.10457420767324942,0.04602578125,1590651,34560000,0.10439796871609158,0.04619806134259259,319321,6912000
14,0.001,0.10340345056321885,0.04551987847222222,1573167,34560000,0.11174654360170717,0.048913339120370374,338089,6912000
15,0.001,0.10195159376638907,0.04488799189814815,1551329,34560000,0.09657660463121202,0.042573061342592596,294265,6912000
16,0.001,0.09455018426400644,0.04169383680555556,1440939,34560000,0.09693618477715386,0.04291232638888889,296610,6912000
17,0.001,0.10056828066507975,0.044150491898148146,1525841,34560000,0.09065472652294018,0.03978631365740741,275003,6912000
18,0.001,0.09483374587164985,0.04182890625,1445607,34560000,0.09384114738746925,0.04101779513888889,283515,6912000
19,0.001,0.10527943920559353,0.04611614583333333,1593774,34560000,0.0883394867932355,0.03899348958333333,269523,6912000
20,0.001,0.09282720074123807,0.040518315972222226,1400313,34560000,0.0939384124190719,0.041333188657407406,285695,6912000
21,0.001,0.08814360262552898,0.03877957175925926,1340222,34560000,0.08602651370013202,0.03811111111111111,263424,6912000
22,0.001,0.08678303029095685,0.038356481481481484,1325600,34560000,0.0850540613245081,0.03760329861111111,259914,6912000
23,0.001,0.08673818642651593,0.038153761574074074,1318594,34560000,0.08475208155314128,0.037332320601851855,258041,6912000
24,0.001,0.0848672087987264,0.03728998842592592,1288742,34560000,0.0841113387213813,0.03699710648148148,255724,6912000
25,0.001,0.08493652557090477,0.037145775462962966,1283758,34560000,0.08571242459615072,0.037879918981481485,261826,6912000
26,0.001,0.08350604382267705,0.03674360532407407,1269859,34560000,0.08799699861031991,0.0389994212962963,269564,6912000
27,0.001,0.08504888665941027,0.03749806134259259,1295933,34560000,0.08280082264652959,0.03652228009259259,252442,6912000
28,0.001,0.07935731603834364,0.034810850694444444,1203063,34560000,0.07714866821854204,0.03383781828703704,233887,6912000
29,0.001,0.0810168812363236,0.03564638310185185,1231939,34560000,0.07909483118410464,0.035020833333333334,242064,6912000
30,0.001,0.07804077789871781,0.03439236111111111,1188600,34560000,0.07516912947760689,0.033098813657407404,228779,6912000
31,0.001,0.08022638764558016,0.03531782407407407,1220584,34560000,0.07545268963001392,0.033226851851851855,229664,6912000
32,0.001,0.07856721509297689,0.03459311342592593,1195538,34560000,0.0755295405211272,0.03327358217592592,229987,6912000
33,0.001,0.07526686706542969,0.033106770833333334,1144170,34560000,0.07814662135088886,0.034831163194444445,240753,6912000
34,0.001,0.07561335358796296,0.03318851273148148,1146995,34560000,0.07710299138669614,0.033853009259259256,233992,6912000
35,0.001,0.0773684617501718,0.03399976851851852,1175032,34560000,0.07260296044526277,0.03186284722222222,220236,6912000
36,0.001,0.07161778974179868,0.03142372685185185,1086004,34560000,0.07390842741507071,0.03263469328703704,225571,6912000
37,0.001,0.08533167019596806,0.03722291666666667,1286424,34560000,0.08477889873363353,0.036772569444444445,254172,6912000
38,0.001,0.07458589961440475,0.032821354166666664,1134306,34560000,0.07218077553643121,0.03182103587962963,219947,6912000
39,0.001,0.07540501783865469,0.03322216435185185,1148158,34560000,0.07065879560399939,0.031098813657407406,214955,6912000
40,0.001,0.0709100158267551,0.031188252314814816,1077866,34560000,0.0713903461738869,0.03146600115740741,217493,6912000
41,0.001,0.07335183173285591,0.032152372685185185,1111186,34560000,0.07097845586140951,0.030895978009259258,213553,6912000
42,0.001,0.07057691935786495,0.03093214699074074,1069015,34560000,0.06885823454680266,0.030197627314814814,208726,6912000
43,0.001,0.06895240913673684,0.030263368055555556,1045902,34560000,0.06885487471686469,0.030367766203703704,209902,6912000
44,0.001,0.07088229973051283,0.031031828703703704,1072460,34560000,0.0702923008247658,0.030916232638888888,213693,6912000
45,0.001,0.06784537316075077,0.029674797453703702,1025561,34560000,0.07205281632034867,0.03177242476851852,219611,6912000
46,0.001,0.11661085696750217,0.04965896990740741,1716214,34560000,0.08368546069109882,0.03644097222222222,251880,6912000
47,0.001,0.07452823890403465,0.03229499421296296,1116115,34560000,0.07253884640446416,0.031498119212962965,217715,6912000
48,0.001,0.0721648704316881,0.03140703125,1085427,34560000,0.06883125983344184,0.03000925925925926,207424,6912000
49,0.001,0.07003399444862649,0.030617881944444446,1058154,34560000,0.0680343285313359,0.029819010416666666,206109,6912000
50,0.001,0.0662322212572451,0.02878990162037037,994979,34560000,0.06665848823829934,0.029267650462962962,202298,6912000
