epoch,lr,train_bce,train_ber,train_bit_errors,train_valid_bits,val_bce,val_ber,val_bit_errors,val_valid_bits
1,0.001,0.40748712548149957,0.21168495370370372,7315832,34560000,0.2947847815619575,0.14402748842592591,995518,6912000
2,0.001,0.2534028798703794,0.11797450810185185,4077199,34560000,0.21036321597629123,0.09546831597222222,659877,6912000
3,0.001,0.22129378526475693,0.1006167824074074,3477316,34560000,0.17928124519630714,0.08151822916666666,563454,6912000
4,0.001,0.1717267522176107,0.07820862268518519,2702890,34560000,0.16362392722235786,0.07493012152777778,517917,6912000
5,0.001,0.15897926093207465,0.07249427083333333,2505402,34560000,0.15316366351092303,0.07028385416666667,485802,6912000
6,0.001,0.1586406568174009,0.07243075810185186,2503207,34560000,0.14668041469432688,0.06756032986111112,466977,6912000
7,0.001,0.1496450685289171,0.06833035300925926,2361497,34560000,0.14133707964861836,0.06501953125,449415,6912000
8,0.001,0.13890496492739077,0.06356765046296296,2196898,34560000,0.14053672960069444,0.06391579861111112,441786,6912000
9,0.001,0.13625184272483543,0.062133246527777776,2147325,34560000,0.13529863357543945,0.061522135416666665,425241,6912000
10,0.001,0.13174619985509803,0.06003113425925926,2074676,34560000,0.12931035063001844,0.05915248842592592,408862,6912000
11,0.001,0.12889838302047163,0.058750202546296294,2030407,34560000,0.12834567642211914,0.058618055555555555,405168,6912000
12,0.001,0.12479427286783853,0.056745891203703706,1961138,34560000,0.12474323329219111,0.057081597222222225,394548,6912000
13,0.001,0.12287115224202474,0.055893518518518516,1931680,34560000,0.12263041771782769,0.056112413194444447,387849,6912000
14,0.001,0.1226244175946271,0.055771122685185186,1927450,34560000,0.12085463177716291,0.055230034722222224,381750,6912000
15,0.001,0.12026123422693323,0.05478695023148148,1893437,34560000,0.11933525156091761,0.054544126157407405,377009,6912000
16,0.001,0.1165739077674018,0.05305587384259259,1833611,34560000,0.11768748700177228,0.053874131944444445,372378,6912000
17,0.001,0.12335872573146113,0.05602146990740741,1936102,34560000,0.11683550502635814,0.053540943287037034,370075,6912000
18,0.001,0.11711564040007415,0.05335975115740741,1844113,34560000,0.1152170743589048,0.05274045138888889,364542,6912000
19,0.001,0.11644817445543078,0.05317722800925926,1837805,34560000,0.11530305523342556,0.0529765625,366174,6912000
20,0.001,0.17746228973953812,0.07991001157407407,2761690,34560000,0.13634956487019856,0.062408275462962966,431366,6912000
21,0.001,0.1259381191394947,0.057352256944444444,1982094,34560000,0.11966550841154876,0.05471918402777778,378219,6912000
22,0.001,0.11774265283655237,0.05367604166666667,1855044,34560000,0.11531316630045572,0.052791377314814814,364894,6912000
23,0.001,0.11486717461480035,0.05237835648148148,1810196,34560000,0.11351728255660445,0.05202473958333333,359595,6912000
24,0.001,0.11332507010565863,0.05172743055555556,1787700,34560000,0.11215555742051866,0.051512876157407406,356057,6912000
25,0.001,0.11023076121012369,0.05016637731481482,1733750,34560000,0.11119703674316406,0.05114163773148148,353491,6912000
26,0.001,0.11098972216005679,0.050825,1756512,34560000,0.11088323776810258,0.05101171875,352593,6912000
27,0.001,0.1099155978732639,0.05037132523148148,1740833,34560000,0.11009604178534614,0.05054094328703704,349339,6912000
28,0.001,0.1076033307675962,0.04921255787037037,1700786,34560000,0.10923251300387912,0.05029398148148148,347632,6912000
29,0.001,0.1078394908481174,0.04950752314814815,1710980,34560000,0.10845697007355867,0.04982566550925926,344395,6912000
30,0.001,0.1064290523952908,0.04870234375,1683153,34560000,0.1068781861199273,0.049163917824074074,339821,6912000
31,0.001,0.10897849078708224,0.049866782407407405,1723396,34560000,0.10704226458514178,0.04930034722222222,340764,6912000
32,0.001,0.1096011717054579,0.05026417824074074,1737130,34560000,0.10606666197600188,0.04880092592592593,337312,6912000
33,0.001,0.10493653974179869,0.047945572916666665,1656999,34560000,0.11007445709793656,0.05047902199074074,348911,6912000
34,0.001,0.10514070657800745,0.04786501736111111,1654215,34560000,0.1058950309753418,0.04875231481481482,336976,6912000
35,0.001,0.10436764187282986,0.04786328125,1654155,34560000,0.10499809491192853,0.04828023726851852,333713,6912000
36,0.001,0.10187031782644766,0.046522974537037035,1607834,34560000,0.10444025859126338,0.04807060185185185,332264,6912000
37,0.001,0.10568693816573531,0.04845445601851852,1674586,34560000,0.10463317885222258,0.04808347800925926,332353,6912000
38,0.001,0.10401696166992187,0.04756076388888889,1643700,34560000,0.10367428800794813,0.04773191550925926,329923,6912000
39,0.001,0.10463463137591326,0.04810081018518519,1662364,34560000,0.10413530858357747,0.04787717013888889,330927,6912000
40,0.001,0.10396751663773147,0.047717418981481484,1649114,34560000,0.10407781600952148,0.048007233796296296,331826,6912000
41,0.001,0.185964941434507,0.08422893518518519,2910952,34560000,0.1494483793753165,0.06827488425925926,471916,6912000
42,0.001,0.1216323003133138,0.055629890046296294,1922569,34560000,0.1148447038156015,0.05290190972222222,365658,6912000
43,0.001,0.11102356683236582,0.05098836805555555,1762158,34560000,0.10918357637193468,0.05026663773148148,347443,6912000
44,0.001,0.10731193480315032,0.04918622685185185,1699876,34560000,0.1073980352613661,0.04959751157407408,342818,6912000
45,0.001,0.10366748409977666,0.047618171296296294,1645684,34560000,0.10496693872522425,0.04840133101851852,334550,6912000
46,0.001,0.10625401732833298,0.048838078703703706,1687844,34560000,0.10444454532199436,0.048114583333333336,332568,6912000
47,0.001,0.10237405447783293,0.04692554976851852,1621747,34560000,0.10361644589459454,0.04768605324074074,329606,6912000
48,0.001,0.10404645716349284,0.047675260416666664,1647657,34560000,0.10335896004570855,0.047622685185185185,329168,6912000
49,0.001,0.10235549043726037,0.046915162037037036,1621388,34560000,0.10277440643310547,0.04729065393518519,326873,6912000
50,0.001,0.10048056414568866,0.045885532407407406,1585804,34560000,0.10214471181233724,0.04708608217592593,325459,6912000
