run_id,model,num_rx_ant,num_layers,parameters,seed,best_epoch,train_bce,train_ber,val_bce,val_ber,train_bit_errors,train_valid_bits,val_bit_errors,val_valid_bits,profile,train_phase,val_phase,snr_db_min,snr_db_max,num_train,num_val,batch_size,code_revision,sha256,status
su_mimo_phase_invariant_rx16_seed0,su_mimo_phase_invariant,16,2,220755,0,50,0.10048056414568866,0.045885532407407406,0.10214471181233724,0.04708608217592593,1585804,34560000,325459,6912000,tdl_mix_normalized,fixed,fixed,-5.0,20.0,10000,2000,64,79d87d4ec84a48602ab3f04eb72604cdb7d5fc76,2a6fa0d12e95266f25cba145961d10b6ad2269e558b04711cc7c1f7fc294123c,completed_exploratory
su_mimo_phase_invariant_rx2_seed0,su_mimo_phase_invariant,2,2,204599,0,50,0.24509931651927808,0.12070442708333333,0.24607595768681279,0.12166145833333333,4171545,34560000,840924,6912000,tdl_mix_normalized,fixed,fixed,-5.0,20.0,10000,2000,64,79d87d4ec84a48602ab3f04eb72604cdb7d5fc76,5befffbed6ac887affc55e61d7a8997e8f975d3d72ddc0e763b94a9fa4b22e96,completed_exploratory
su_mimo_phase_sensitive_rx16_seed0,su_mimo_phase_sensitive,16,2,220755,0,50,0.0662322212572451,0.02878990162037037,0.06665848823829934,0.029267650462962962,994979,34560000,202298,6912000,tdl_mix_normalized,fixed,fixed,-5.0,20.0,10000,2000,64,79d87d4ec84a48602ab3f04eb72604cdb7d5fc76,56eb9bca7d9b318f021f03e2b39cc76775a3586aa54adab533d9c799e8b1bd1b,completed_exploratory
su_mimo_phase_sensitive_rx2_seed0,su_mimo_phase_sensitive,2,2,204599,0,48,0.243447341410319,0.11969910300925926,0.2397114950109411,0.11804456018518518,4136801,34560000,815924,6912000,tdl_mix_normalized,fixed,fixed,-5.0,20.0,10000,2000,64,79d87d4ec84a48602ab3f04eb72604cdb7d5fc76,0bb30c49d952b22579e0a9ad2f005cbc7e1d2b73c97f711d89e331794fc0a618,completed_exploratory
