epoch,lr,train_loss,train_ber,val_loss,val_ber
1,0.001,0.3412758221626282,0.16364461805555555,0.26323547649383544,0.12989930555555557
2,0.001,0.2612720108747482,0.13217743055555556,0.2505217547416687,0.12655700231481481
3,0.001,0.2555405304908752,0.13037083333333332,0.2470787572860718,0.12545688657407408
4,0.001,0.2572636679172516,0.13184878472222222,0.24615890169143675,0.12528819444444445
5,0.001,0.2547737980365753,0.13080335648148148,0.24450436234474182,0.12462239583333333
6,0.001,0.2482284071445465,0.1269699074074074,0.24407664251327515,0.1244230324074074
7,0.001,0.24783715977668763,0.12720625,0.24318460178375245,0.12405034722222222
8,0.001,0.24898297238349915,0.1277681712962963,0.24306999588012695,0.12389033564814815
9,0.001,0.24723814573287964,0.12701475694444445,0.24294198584556578,0.12376302083333333
10,0.001,0.24504228773117065,0.12572019675925927,0.24260372757911683,0.12374942129629629
11,0.001,0.24600983114242553,0.1261615162037037,0.2423080668449402,0.12360011574074074
12,0.001,0.2479727165222168,0.12739131944444446,0.24204422807693482,0.12337268518518518
13,0.001,0.24576266198158264,0.12612997685185184,0.24220245623588563,0.12353356481481481
14,0.001,0.24923066756725312,0.1282046875,0.2419501042366028,0.12341840277777778
15,0.001,0.249384463763237,0.1282390625,0.2415351538658142,0.1231886574074074
16,0.001,0.24745021834373473,0.1269130787037037,0.24206735706329346,0.12337355324074074
17,0.001,0.24462529692649843,0.12545347222222222,0.24142386865615845,0.12305092592592592
18,0.001,0.24744611864089966,0.12696024305555556,0.24188231277465821,0.12334837962962963
19,0.001,0.24780086493492126,0.12734652777777777,0.24103539323806764,0.12293373842592592
20,0.001,0.24660575757026673,0.1264369212962963,0.24097394156455992,0.12295138888888889
21,0.001,0.24550309286117553,0.1262478009259259,0.24106922030448913,0.122828125
22,0.001,0.24415468418598174,0.12560219907407408,0.24096750187873842,0.12284924768518518
23,0.001,0.2463490488767624,0.12675752314814814,0.24124063992500305,0.12300810185185185
24,0.001,0.24719247858524324,0.12698871527777778,0.2410622148513794,0.12287152777777778
25,0.001,0.24576151099205018,0.12624270833333334,0.2406197633743286,0.1227199074074074
26,0.001,0.24315154235363007,0.12473912037037037,0.24175176668167114,0.12329253472222222
27,0.001,0.2447180254459381,0.1252953125,0.24047898101806642,0.12258680555555555
28,0.001,0.24406537816524507,0.12509409722222223,0.2407101216316223,0.12281047453703704
29,0.001,0.24323321866989137,0.12485885416666667,0.2405144727230072,0.12265538194444445
30,0.001,0.24545084228515626,0.12601591435185186,0.24113364362716674,0.12310850694444445
31,0.001,0.24712152636051177,0.12707876157407408,0.2412989068031311,0.12308796296296297
32,0.001,0.24366635060310363,0.12490740740740741,0.2410105149745941,0.12239525462962964
33,0.001,0.24851058781147004,0.1276714699074074,0.24030845046043395,0.12259201388888889
34,0.001,0.23906031866073607,0.1226806712962963,0.24023309373855592,0.12252314814814814
35,0.001,0.24656216180324556,0.1267306712962963,0.24033838868141175,0.12251128472222222
36,0.001,0.243511057472229,0.12522916666666667,0.2405201828479767,0.12265104166666667
37,0.001,0.2431513680458069,0.12458894675925926,0.24022596096992493,0.1225017361111111
38,0.001,0.24454056119918824,0.1254105324074074,0.24000636720657348,0.12243981481481482
39,0.001,0.24472197265625,0.1255154513888889,0.24051292443275452,0.12269589120370371
40,0.001,0.24363300378322603,0.12507239583333332,0.239862930059433,0.12231221064814815
41,0.001,0.24359258472919465,0.12492320601851852,0.2399014389514923,0.12243576388888888
42,0.001,0.245371173620224,0.12585474537037036,0.239811105966568,0.12224450231481482
43,0.001,0.24432876334190368,0.1252909722222222,0.23982000517845153,0.12229976851851852
44,0.001,0.24448246092796325,0.1256913773148148,0.23955719351768492,0.12213657407407408
45,0.001,0.24261799821853638,0.12437980324074074,0.23957275128364564,0.12217447916666667
46,0.001,0.24210401434898376,0.12425966435185185,0.23957038879394532,0.1221869212962963
47,0.001,0.24229244384765625,0.12439340277777777,0.23935652470588684,0.1220234375
48,0.001,0.24128266971111298,0.12391828703703704,0.2396042993068695,0.12215075231481481
49,0.001,0.24110422263145448,0.12362916666666666,0.23934847092628478,0.12199537037037037
50,0.001,0.24212970194816588,0.12443877314814815,0.23981166195869447,0.12226244212962963
