model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,-6.0,0.31724651948905286,3368153,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,-4.0,0.27373871979890047,2906238,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,-2.0,0.22426219045380016,2380954,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,0.0,0.1703124811619888,1808179,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,2.0,0.11635674370659722,1235340,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,4.0,0.0685174259138696,727438,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,6.0,0.033219325689621916,352684,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,8.0,0.012991257655767747,137926,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,10.0,0.004669001073013117,49570,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,12.0,0.0020805641456886573,22089,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,14.0,0.0012010174033082561,12751,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,16.0,0.0008046656479070216,8543,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,18.0,0.0005781385633680555,6138,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_A_30ns,20.0,0.00044683762538580245,4744,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,-10.0,0.39176564157744986,4159310,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,-8.0,0.36127292962721835,3835574,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,-6.0,0.32506740240403165,3451186,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,-4.0,0.28261763961226855,3000504,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,-2.0,0.23451204653139468,2489775,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,0.0,0.1826237808039159,1938886,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,2.0,0.13097513457875193,1390541,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,4.0,0.08480599485797646,900371,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,6.0,0.04934626449773341,523901,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,8.0,0.02649688720703125,281313,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,10.0,0.014030739113136573,148962,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,12.0,0.007866094141830633,83513,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,14.0,0.004679173599054784,49678,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,16.0,0.0029227174358603396,31030,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,18.0,0.0019014146592881945,20187,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_100ns,20.0,0.0012612990391107253,13391,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,-10.0,0.3841096854504244,4078028,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,-8.0,0.352789608048804,3745508,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,-6.0,0.3154789488992573,3349387,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,-4.0,0.2715176240897473,2882657,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,-2.0,0.2213812934027778,2350368,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,0.0,0.16689394727165316,1771885,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,2.0,0.11223366819782021,1191566,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,4.0,0.06411875030140818,680738,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,6.0,0.029123000156732252,309194,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,8.0,0.009949578179253472,105633,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,10.0,0.0028135511610243055,29871,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,12.0,0.0010679268542631174,11338,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,14.0,0.0006567872600790895,6973,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,16.0,0.0004770726333429784,5065,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,18.0,0.00036564579716435184,3882,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_10ns,20.0,0.00028869252146026235,3065,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,-10.0,0.39961638274016203,4242660,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,-8.0,0.36991185317804787,3927292,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,-6.0,0.3345689184871721,3552062,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,-4.0,0.29334277871214315,3114371,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,-2.0,0.24691348605685765,2621439,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,0.0,0.19738939073350695,2095650,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,2.0,0.1483223055615837,1574713,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,4.0,0.10426462432484568,1106960,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,6.0,0.06891839298201197,731695,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,8.0,0.043766822343991124,464665,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,10.0,0.027348459502797066,290354,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,12.0,0.01723273006486304,182957,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,14.0,0.010935842255015432,116104,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,16.0,0.007018006878134645,74509,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,18.0,0.00459496768904321,48784,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_300ns,20.0,0.0030624954788773147,32514,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,-10.0,0.3855468373239776,4093286,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,-8.0,0.35450462058738424,3763716,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,-6.0,0.31743668921199847,3370172,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,-4.0,0.27385852955005785,2907510,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,-2.0,0.22421076268325618,2380408,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,0.0,0.1702805507330247,1807840,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,2.0,0.11627008885513117,1234420,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,4.0,0.06845469533661265,726772,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,6.0,0.03308030116705247,351208,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,8.0,0.012909406497154706,137057,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,10.0,0.00454156192732446,48217,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,12.0,0.0019129058461130402,20309,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,14.0,0.001060203269675926,11256,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,16.0,0.0006885293089313271,7310,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,18.0,0.00048752772955246913,5176,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_B_30ns,20.0,0.00036536322699652775,3879,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,-10.0,0.3904368082682292,4145202,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,-8.0,0.35985376805434993,3820507,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,-6.0,0.32345844786844136,3434104,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,-4.0,0.2806497267734857,2979611,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,-2.0,0.23199359281563464,2463037,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,0.0,0.17959792525679977,1906761,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,2.0,0.12726866168740356,1351190,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,4.0,0.08059136661482447,855625,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,6.0,0.045066645115981865,478465,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,8.0,0.022751325442467208,241547,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,10.0,0.011288301444347993,119846,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,12.0,0.005987944426359954,63573,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,14.0,0.003492661464361497,37081,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,16.0,0.002195664394048997,23311,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,18.0,0.0014558015046296296,15456,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_100ns,20.0,0.0010058556073977622,10679,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,-10.0,0.3842873278959298,4079914,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,-8.0,0.3530681280442226,3748465,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,-6.0,0.31571838002146024,3351929,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,-4.0,0.2717804143458237,2885447,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,-2.0,0.22149290861906828,2351553,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,0.0,0.1669737262490355,1772732,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,2.0,0.11230346302927276,1192307,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,4.0,0.06411526526933835,680701,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,6.0,0.029143062638647764,309407,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,8.0,0.00997359664351852,105888,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,10.0,0.0027821858723958335,29538,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,12.0,0.0009776927806712963,10380,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,14.0,0.0005455488040123457,5792,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,16.0,0.0003681889286747685,3909,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,18.0,0.0002699487003279321,2866,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_10ns,20.0,0.00021428237726658952,2275,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,-10.0,0.3998076827437789,4244691,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,-8.0,0.3697421226972415,3925490,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,-6.0,0.33366610680097414,3542477,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,-4.0,0.2916734483506944,3096648,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,-2.0,0.24442545572916666,2595024,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,0.0,0.19390520637418018,2058659,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,2.0,0.14361007125289352,1524684,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,4.0,0.09865522973331405,1047406,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,6.0,0.06287318100163966,667514,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,8.0,0.03809554488570602,404454,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,10.0,0.022660526228539736,240583,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,12.0,0.01361846923828125,144585,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,14.0,0.008394029405381944,89118,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,16.0,0.005325034812644676,56535,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,18.0,0.0034507468894675927,36636,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_300ns,20.0,0.00231726375626929,24602,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,-10.0,0.38574633186246143,4095404,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,-8.0,0.3547006300937982,3765797,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,-6.0,0.3177283016251929,3373268,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,-4.0,0.27412150818624614,2910302,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,-2.0,0.22439273787133487,2382340,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,0.0,0.17046356201171875,1809783,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,2.0,0.1163890508957851,1235683,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,4.0,0.06851883876470873,727453,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,6.0,0.03327254307122878,353249,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,8.0,0.013112103497540509,139209,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,10.0,0.004667305652006173,49552,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,12.0,0.0019571751724054786,20779,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,14.0,0.0010778168101369598,11443,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,16.0,0.0006865513177565587,7289,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,18.0,0.00046953742886766974,4985,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_C_30ns,20.0,0.0003565093617380401,3785,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,-10.0,0.3844417053976177,4081553,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,-8.0,0.35327186113522374,3750628,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,-6.0,0.31616333384572726,3356653,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,-4.0,0.2723068425684799,2891036,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,-2.0,0.22236209445529515,2360781,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,0.0,0.16802102548104744,1783851,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,2.0,0.11353556315104167,1205388,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,4.0,0.06544014259620949,694767,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,6.0,0.030299433955439815,321684,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,8.0,0.01024627685546875,108783,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,10.0,0.0024178587360146604,25670,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,12.0,0.0004108570240162037,4362,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,14.0,5.943392529899691e-05,631,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,16.0,1.2338897328317902e-05,131,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,18.0,3.5792221257716047e-06,38,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_100ns,20.0,1.2244707272376543e-06,13,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,-10.0,0.38296565303096064,4065882,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,-8.0,0.3515710712950907,3732571,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,-6.0,0.31403143611955053,3334019,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,-4.0,0.2698189064308449,2864622,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,-2.0,0.2193671332465278,2328984,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,0.0,0.16429806932990934,1744325,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,2.0,0.10901641845703125,1157409,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,4.0,0.06069889775028935,644430,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,6.0,0.02589284637827932,274900,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,8.0,0.0074097433207947535,78668,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,10.0,0.0011925402982735339,12661,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,12.0,9.174111448688272e-05,974,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,14.0,3.3908420138888887e-06,36,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,16.0,1.8838011188271604e-07,2,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,18.0,0.0,0,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_10ns,20.0,0.0,0,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,-10.0,0.3860013043438947,4098111,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,-8.0,0.3551959755979938,3771056,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,-6.0,0.3183216047875675,3379567,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,-4.0,0.2749549018012153,2919150,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,-2.0,0.2256699550298997,2395900,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,0.0,0.17220033245322144,1828222,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,2.0,0.11858593976056134,1259007,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,4.0,0.07098332157841435,753618,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,6.0,0.03513957836009838,373071,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,8.0,0.013846220793547455,147003,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,10.0,0.004307499638310185,45732,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,12.0,0.0011496838228202161,12206,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,14.0,0.0003019733193479938,3206,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,16.0,0.00010408001181520061,1105,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,18.0,5.3029001494984566e-05,563,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_300ns,20.0,3.174204885223765e-05,337,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,-10.0,0.3834464932665413,4070987,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,-8.0,0.35217021424093364,3738932,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,-6.0,0.31470715558087387,3341193,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,-4.0,0.27057760733145253,2872677,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,-2.0,0.2203182644314236,2339082,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,0.0,0.16546216423128857,1756684,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,2.0,0.11050584581163195,1173222,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,4.0,0.06221535765094521,660530,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,6.0,0.02728403350453318,289670,10616832,6
real_imag_cnn,umi_uma_mix_normalized,tdl_D_30ns,8.0,0.008252179181134259,87612,10616832,6
