ebno_db,receiver,csi,model,checkpoint_model,train_seed,eval_seed,common_random_numbers,checkpoint,checkpoint_epoch,phase_mode,num_layers,num_rx_ant,total_tx_power,train_profile,test_profile,backend,scenario,tdl_model,delay_ns,layer,bler,block_errors,num_blocks,post_ldpc_ber,info_bit_errors,bler_ci95_low,bler_ci95_high
3.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,0,0.3272058823529412,267,816,0.07082312091503268,49932,0.29588833775972295,0.3601427192623938
3.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,1,0.3799019607843137,310,816,0.08565240332244009,60387,0.3472361438686408,0.41369324328148277
3.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,2,0.3639705882352941,297,816,0.08258016748366014,58221,0.3316670123490906,0.3975489261576821
3.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,3,0.3431372549019608,280,816,0.0767137005265069,54085,0.3113661090893531,0.37637839657611455
5.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,0,0.21961805555555555,253,1152,0.04853877314814815,48312,0.19666534288647977,0.244434476582607
5.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,1,0.2769097222222222,319,1152,0.06059007683899177,60307,0.2518438036196424,0.30345852951829966
5.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,2,0.2560763888888889,295,1152,0.0592920122813786,59015,0.231711858408653,0.28206228794061455
5.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,3,0.2439236111111111,281,1152,0.054119847929526746,53867,0.22000245141529323,0.2695469193072474
7.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,0,0.16080729166666666,247,1536,0.03607705198688271,47878,0.1432857629218291,0.18002119570621816
7.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,1,0.20638020833333334,317,1536,0.046459810233410496,61657,0.1868855260003425,0.22733988348382125
7.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,2,0.197265625,303,1536,0.045866789641203706,60870,0.17813084860880482,0.21791087070413565
7.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,3,0.18098958333333334,278,1536,0.03809874734760803,50561,0.16253885905887153,0.20103198494831306
9.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,0,0.12306201550387597,254,2064,0.02727982342807924,48648,0.10958584483872222,0.13793867239994523
9.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,1,0.15455426356589147,319,2064,0.03554317398794143,63384,0.1396025991306946,0.17078940702762144
9.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,2,0.1560077519379845,322,2064,0.036287301715475166,64711,0.14099391980514506,0.17229966276484707
9.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,3,0.12306201550387597,254,2064,0.027659457543784093,49325,0.10958584483872222,0.13793867239994523
11.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,0,0.09615384615384616,240,2496,0.020901961657169992,45076,0.08520138129453725,0.10834747641940251
11.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,1,0.12379807692307693,309,2496,0.028768715129392212,62041,0.11145250968912322,0.1372998488360647
11.0,lmmse_ls,ls,lmmse_ls,su_mimo_phase_sensitive,-1,777000,1,/home/ahhy/projects/phase_invariant_receiver_sionna/checkpoints/generalization/umi_uma_mix_normalized/su_mimo_phase_sensitive_seed0/su_mimo_phase_sensitive_layer4_rx8_seed0.pt,125,uniform,4,8,1.0,umi_uma_mix_normalized,uma_normalized,uma,uma,,,2,0.12179487179487179,304,2496,0.02829388132122507,61017,0.10954240437176704,0.13520970047144637
