epoch,lr,train_loss,train_ber,val_loss,val_ber
1,0.001,0.3259267622947693,0.15351516203703705,0.25903626132011415,0.12776967592592592
2,0.001,0.25300015423297884,0.12648587962962962,0.2486123595237732,0.1254152199074074
3,0.001,0.24573744616508483,0.12386278935185185,0.24527961897850037,0.12446527777777777
4,0.001,0.24478963088989258,0.1243103587962963,0.24351283836364745,0.12371643518518519
5,0.001,0.24260347690582276,0.12292361111111111,0.2424591453075409,0.12307378472222222
6,0.001,0.23922205882072448,0.12143888888888889,0.2415704689025879,0.12285416666666667
7,0.001,0.23736626813411713,0.1204375,0.24135350584983825,0.12273813657407408
8,0.001,0.23793258180618287,0.12078628472222222,0.24077493715286255,0.12254456018518518
9,0.001,0.23892190136909486,0.12138744212962962,0.24098207426071167,0.12260011574074074
10,0.001,0.2408033064365387,0.12236539351851852,0.24020709562301637,0.12235387731481481
11,0.001,0.24122034945487977,0.1225589699074074,0.240298951625824,0.12225260416666667
12,0.001,0.23742382040023804,0.12054467592592592,0.23997584342956543,0.12212181712962963
13,0.001,0.242181272315979,0.12325804398148148,0.2402236611843109,0.12223958333333333
14,0.001,0.242435045337677,0.12347332175925926,0.23968674945831298,0.12202054398148147
15,0.001,0.241311456823349,0.1229171875,0.2393855504989624,0.12187037037037037
16,0.001,0.23638901827335357,0.12016741898148148,0.2390010461807251,0.12161284722222222
17,0.001,0.24084399769306183,0.12257216435185185,0.2390325493812561,0.1215552662037037
18,0.001,0.2373581377029419,0.12081643518518519,0.23920675802230834,0.12186892361111111
19,0.001,0.24013864890336992,0.1219880787037037,0.23854830861091614,0.12135734953703704
20,0.001,0.2391519238948822,0.12159236111111112,0.2388003535270691,0.12153559027777777
21,0.001,0.237712256193161,0.12072853009259259,0.23814911484718324,0.12119328703703704
22,0.001,0.2405264901638031,0.12236371527777777,0.23884932017326355,0.12156047453703704
23,0.001,0.24188682425022126,0.12300364583333333,0.23858263945579528,0.12143287037037037
24,0.001,0.24081438844203948,0.12261533564814815,0.23891548609733582,0.1215636574074074
25,0.001,0.23537016892433166,0.11971967592592593,0.23815467143058777,0.12114872685185185
26,0.001,0.2423676073551178,0.12345069444444444,0.2385109624862671,0.12133362268518519
27,0.001,0.2396149317741394,0.12195,0.23894219207763673,0.12162442129629629
28,0.001,0.23938175508975984,0.12193489583333333,0.23844548058509826,0.12137210648148149
29,0.001,0.2374171216249466,0.12052100694444444,0.23841859889030456,0.12142997685185185
30,0.001,0.2384025048494339,0.12118894675925926,0.2385992228984833,0.12145688657407408
31,0.001,0.23914002413749694,0.12167175925925926,0.2380942735671997,0.1212037037037037
32,0.001,0.243312965631485,0.12361811342592592,0.23820132637023925,0.12130179398148148
33,0.001,0.23716089837551116,0.12064484953703704,0.2379569709300995,0.12107465277777778
34,0.001,0.23919767785072327,0.1215083912037037,0.23814091277122498,0.12115798611111112
35,0.001,0.23739672002792359,0.1207208912037037,0.23811516523361206,0.12121325231481482
36,0.001,0.23880067207813263,0.12158096064814815,0.23789032077789307,0.12103443287037037
37,0.001,0.2364437749862671,0.12008310185185185,0.2375511908531189,0.12100520833333334
38,0.001,0.23957330949306488,0.12208668981481481,0.23775045037269593,0.12097366898148149
39,0.001,0.23822861363887787,0.12115167824074075,0.23743848299980164,0.12083998842592593
40,0.001,0.23798296093940735,0.12127297453703703,0.23809824872016908,0.12132060185185185
41,0.001,0.2391759105205536,0.12161238425925926,0.23746654534339906,0.12093315972222222
42,0.001,0.23773912217617035,0.1208103587962963,0.23761262655258178,0.12090914351851852
43,0.001,0.23785197932720184,0.12099623842592593,0.23757423949241638,0.12095341435185185
44,0.001,0.23395398836135864,0.1187515625,0.23728557991981505,0.12080150462962963
45,0.001,0.2350105104446411,0.11938200231481481,0.23722836589813232,0.12075520833333334
46,0.001,0.23781329159736633,0.1208708912037037,0.2381189329624176,0.12122424768518518
47,0.001,0.23410643951892854,0.11894166666666667,0.23729347038269044,0.12086805555555556
48,0.001,0.23594497550725937,0.12044259259259259,0.23780318784713744,0.12099363425925926
49,0.001,0.23454766256809234,0.11915590277777778,0.23746305274963378,0.12084577546296296
50,0.001,0.24035279266834259,0.12250642361111111,0.23718505549430846,0.1207751736111111
