train_domain,train_profile,test_group,snr_db,num_train_seeds,mean_seed_ber,std_seed_ber,ci95_low,ci95_high,mean_seed_bce,pooled_ber,errors,trials
tdl_a,tdl_A_10_30_100_mix_normalized,umi,2.0,3,0.12948297571252895,4.5693439708659326e-05,0.1293694669157648,0.1295964845092931,0.2896534866756863,0.12948297571252892,1374699,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,4.0,3,0.08329292579933449,4.296646422483858e-05,0.08318619118520898,0.08339966041346,0.19259906219847409,0.08329292579933449,884307,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,6.0,3,0.04792700873480902,3.3496187592090596e-05,0.04784379959200851,0.04801021787760953,0.11275025300773574,0.047927008734809026,508833,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,8.0,3,0.02560650860821759,3.745627189676031e-05,0.025513462070653775,0.025699555145781407,0.06007220163757419,0.02560650860821759,271860,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,10.0,3,0.014005307798032407,3.6178914225075985e-05,0.013915434392832335,0.01409518120323248,0.03233716062005656,0.014005307798032407,148692,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,12.0,3,0.008403919361255787,2.4726100669955882e-05,0.008342496322114704,0.00846534240039687,0.019342283557318613,0.008403919361255787,89223,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,14.0,3,0.005450401777102623,2.6529010076605555e-05,0.005384500062713444,0.005516303491491802,0.012756336192933865,0.005450401777102623,57866,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,16.0,3,0.0037324693467881945,3.965658635536211e-05,0.003633956925099851,0.003830981768476538,0.00899073226020936,0.0037324693467881945,39627,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,18.0,3,0.0026890319070698304,5.170442132577226e-05,0.002560591004185421,0.0028174728099542396,0.006668624205135361,0.0026890319070698304,28549,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,umi,20.0,3,0.0020429823133680555,9.949800787741878e-05,0.0017958155597464327,0.002290149066989678,0.005197304525889779,0.0020429823133680555,21690,10616832
