train_domain,test_group,snr_db,num_train_seeds,real_pooled_ber,a_pooled_ber,pooled_difference,pooled_ratio,mean_paired_seed_difference,std_paired_seed_difference,paired_ci95_low,paired_ci95_high,real_mean_seed_bce,a_mean_seed_bce,mean_paired_seed_bce_difference,std_paired_seed_bce_difference,paired_bce_ci95_low,paired_bce_ci95_high
umi_uma_mix,in_domain,10.0,3,0.019543965657552082,0.019030158902391976,0.0005138067551601067,1.026999604038804,0.0005138067551601089,7.202412784165637e-05,0.00033488890302599473,0.0006927246072942232,0.044007157699929335,0.042623728065303075,0.0013834296346262643,0.00013912117077046176,0.0010378334877995054,0.0017290257814530233
umi_uma_mix,in_domain,12.0,3,0.01206682935173129,0.011632236433617863,0.00043459291811342657,1.0373610801838093,0.00043459291811342597,6.302597581827231e-05,0.0002780277147575033,0.0005911581214693486,0.026930036701629925,0.025845428187124153,0.001084608514505771,6.724270980358996e-05,0.0009175683632361075,0.0012516486657754345
umi_uma_mix,in_domain,14.0,3,0.007705453001422647,0.007329587583188657,0.0003758654182339895,1.0512805685133069,0.0003758654182339895,7.000235120620118e-05,0.00020196993768493415,0.0005497608987830449,0.017194735587655028,0.016242525005644118,0.0009522105820109079,4.892095758202754e-05,0.0008306841863818847,0.001073736977639931
umi_uma_mix,in_domain,16.0,3,0.005036153911072531,0.004706159050081983,0.0003299948609905472,1.0701197850473836,0.0003299948609905478,6.063177125417971e-05,0.000179377191482156,0.00048061253049893964,0.011323326533907496,0.010397107788810023,0.0009262187450974716,4.403472369795417e-05,0.0008168304273287639,0.0010356070628661793
umi_uma_mix,in_domain,18.0,3,0.0033966347023292823,0.0030544893241222994,0.00034214537820698296,1.1120139381417866,0.00034214537820698296,4.673276905583827e-05,0.00022605474421649033,0.00045823601219747555,0.00768215525004277,0.00674971452530439,0.0009324407247383792,4.624750819063286e-05,0.0008175555455632253,0.0010473259039135332
umi_uma_mix,in_domain,20.0,3,0.002341470600646219,0.002003469584900656,0.00033800101574556294,1.1687078347946684,0.0003380010157455632,4.0675711473776804e-05,0.00023695694691747862,0.0004390450845736478,0.005395843627478893,0.0044692935300617255,0.0009265500974171672,5.594235322679315e-05,0.0007875815880772063,0.0010655186067571282
umi_uma_mix,tdl_A_100ns,-10.0,3,0.39139594560788,0.39614792812017746,-0.00475198251229747,0.9880045251407805,-0.004751982512297433,0.00042513177112692,-0.005808068377456742,-0.003695896647138124,0.6552946449797831,0.6579446557127399,-0.002650010732956861,0.0003488432931622588,-0.003516585513024994,-0.0017834359528887279
umi_uma_mix,tdl_A_100ns,-8.0,3,0.3610024157865548,0.3639312555760513,-0.00292883978949654,0.9919522169513564,-0.0029288397894965215,0.00035442860743148033,-0.0038092892593733266,-0.0020483903196197163,0.6312520136067897,0.6331402990553113,-0.0018882854485216722,0.00040709642053979284,-0.002899569019141175,-0.0008770018779021692
umi_uma_mix,tdl_A_100ns,-6.0,3,0.3247687257366416,0.32614418312355326,-0.0013754573869116382,0.9957826707999554,-0.0013754573869116566,0.00025905787852454796,-0.002018992832504724,-0.0007319219413185892,0.5953193799948987,0.5962254095960546,-0.0009060296011559702,0.0004162565843154936,-0.0019400682800573567,0.00012800907774541623
umi_uma_mix,tdl_A_100ns,-4.0,3,0.2823146302023052,0.2826226316852334,-0.0003080014829281996,0.9989102023390992,-0.00030800148292823665,0.0004144487582457433,-0.0013375492729133021,0.0007215463070568287,0.5439259380470087,0.5438991137492803,2.6824297728341346e-05,0.0004263445984887605,-0.0010322743976184717,0.0010859229930751542
