epoch,lr,train_loss,train_ber,val_loss,val_ber
1,0.001,0.2997610961675644,0.13381753472222221,0.25076548409461974,0.12382204861111111
2,0.001,0.2451309271812439,0.12278391203703704,0.24255899167060851,0.12263049768518519
3,0.001,0.24053664631843566,0.12155607638888889,0.2419944245815277,0.12288917824074073
4,0.001,0.24086020622253418,0.12245752314814815,0.2401032431125641,0.12215885416666666
5,0.001,0.23939339892864228,0.12159606481481482,0.23902914452552795,0.12173871527777778
6,0.001,0.23633170828819275,0.1202513888888889,0.2393030378818512,0.12193113425925926
7,0.001,0.23438375816345214,0.11919027777777778,0.23905246996879578,0.12187326388888889
8,0.001,0.23568469648361207,0.12004976851851852,0.2382510380744934,0.12150983796296297
9,0.001,0.23630170965194702,0.12044728009259259,0.23811672139167786,0.12143431712962963
10,0.001,0.2386274509906769,0.12154519675925926,0.23842511200904845,0.12177112268518518
11,0.001,0.23913066699504854,0.12195682870370371,0.2377914185523987,0.12128964120370371
12,0.001,0.23488558330535889,0.1195980324074074,0.23769362592697144,0.12132233796296296
13,0.001,0.2397949484348297,0.12227957175925926,0.23751393628120424,0.12121961805555556
14,0.001,0.24123668904304504,0.12324114583333333,0.23791907930374145,0.12139380787037037
15,0.001,0.23915354306697845,0.12209212962962963,0.23814481043815613,0.12133217592592592
16,0.001,0.23410725762844087,0.11929756944444445,0.23797203922271729,0.12142708333333334
17,0.001,0.2384268758058548,0.12164571759259259,0.23751683616638183,0.12118200231481481
18,0.001,0.2352093479156494,0.12003854166666666,0.23720250272750854,0.12105787037037037
19,0.001,0.23856129140853882,0.12159479166666666,0.2377833082675934,0.12130179398148148
20,0.001,0.23741292037963868,0.12074710648148149,0.23731019067764283,0.12114033564814815
21,0.001,0.23597235927581786,0.12026423611111112,0.2375306670665741,0.12122222222222222
22,0.001,0.23854350900650023,0.12144820601851852,0.23739644432067872,0.12121064814814815
23,0.001,0.24028131046295165,0.12251498842592592,0.23677265000343323,0.1208900462962963
24,0.001,0.23937071442604066,0.12218072916666667,0.23680898880958556,0.12080179398148148
25,0.001,0.23339514074325562,0.11903194444444444,0.23669392013549806,0.12072453703703703
26,0.001,0.24056136095523833,0.12288686342592593,0.23688922786712646,0.12085503472222223
27,0.001,0.23811080551147462,0.12132494212962963,0.23659091091156007,0.12067505787037038
28,0.001,0.237678609418869,0.12148998842592593,0.23694009375572206,0.12087789351851852
29,0.001,0.2365078934431076,0.12036822916666666,0.23681184983253478,0.12079311342592593
30,0.001,0.23724543786048888,0.12105144675925926,0.23649121236801146,0.12061313657407408
31,0.001,0.2376873855113983,0.12132673611111111,0.23671354174613954,0.12068171296296297
32,0.001,0.24182449595928193,0.12309837962962963,0.23647345805168152,0.12064409722222222
33,0.001,0.23551914331912993,0.12013408564814815,0.23655632305145263,0.12067679398148148
34,0.001,0.2374149841785431,0.12091359953703704,0.23673302245140077,0.12073408564814815
35,0.001,0.23587741765975953,0.12039681712962963,0.2368649365901947,0.12097366898148149
36,0.001,0.23705441946983338,0.12090491898148148,0.23654945755004883,0.12072193287037038
37,0.001,0.23484022958278655,0.11957991898148149,0.23631924366950988,0.12050549768518519
38,0.001,0.23777192277908324,0.1214599537037037,0.2366133737564087,0.12068431712962963
39,0.001,0.2366780354499817,0.12073153935185185,0.2363227002620697,0.12050868055555555
40,0.001,0.23684331169128417,0.12090190972222223,0.23677660584449767,0.12086747685185185
41,0.001,0.23760790977478027,0.12123287037037037,0.23623533701896668,0.12059346064814815
42,0.001,0.23590926947593688,0.12039971064814815,0.236362158536911,0.12060185185185185
43,0.001,0.23635958998203277,0.12050856481481481,0.23631412148475647,0.12067737268518519
44,0.001,0.23303195071220398,0.11869646990740741,0.23636490321159362,0.12068402777777777
45,0.001,0.23364418802261352,0.11920434027777778,0.23654483103752136,0.12072048611111111
46,0.001,0.23644308202266692,0.12054774305555556,0.23637097382545472,0.12072974537037037
47,0.001,0.2331582772254944,0.1188004050925926,0.2361352162361145,0.1205775462962963
48,0.001,0.23475894335508346,0.12017997685185185,0.23634997987747192,0.12058738425925926
49,0.001,0.2336217908859253,0.11910329861111112,0.2362391324043274,0.12051620370370371
50,0.001,0.23919407346248628,0.12236695601851852,0.23620161366462708,0.12055121527777778
