model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
single_branch_n0_gate,umi_normalized,tdl_B_300ns,2.0,0.1476930217978395,1568032,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,4.0,0.10373386335961612,1101325,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,6.0,0.06865418987509644,728890,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,8.0,0.043603873547212575,462935,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,10.0,0.027284410264756944,289674,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,12.0,0.01709813247492284,181528,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,14.0,0.010779298382040895,114442,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,16.0,0.006806267632378472,72261,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,18.0,0.004352993435329861,46215,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_300ns,20.0,0.002842090747974537,30174,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,-10.0,0.39214965443552274,4163387,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,-8.0,0.35870851116415897,3808348,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,-6.0,0.3197733561197917,3394980,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,-4.0,0.27496733488859953,2919282,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,-2.0,0.22451819902584877,2383672,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,0.0,0.16990925353250386,1803898,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,2.0,0.11545958342375578,1225815,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,4.0,0.06755800600405093,717252,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,6.0,0.03227789608048804,342689,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,8.0,0.012340404369212963,131016,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,10.0,0.004204173146942516,44635,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,12.0,0.0016766771858121143,17801,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,14.0,0.0008950881016107253,9503,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,16.0,0.0005409334912712192,5743,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,18.0,0.00034614845558449077,3675,10616832,6
single_branch_n0_gate,umi_normalized,tdl_B_30ns,20.0,0.00022897602599344135,2431,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,-10.0,0.3953634191442419,4197507,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,-8.0,0.3628830144434799,3852668,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,-6.0,0.3247594951111593,3447917,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,-4.0,0.28093418074242865,2982631,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,-2.0,0.23163642412350502,2459245,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,0.0,0.17879881682219328,1898277,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,2.0,0.12639749786000193,1341941,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,4.0,0.07974224326051312,846610,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,6.0,0.04435164840133102,470874,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,8.0,0.02220172646604938,235712,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,10.0,0.010938667956693673,116134,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,12.0,0.005731653284143518,60852,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,14.0,0.0032787558473186726,34810,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,16.0,0.0019977710865162037,21210,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,18.0,0.0012391643759645061,13156,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_100ns,20.0,0.0008069262092496142,8567,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,-10.0,0.39140282148196376,4155458,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,-8.0,0.3577440049913194,3798108,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,-6.0,0.3185002833236883,3381464,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,-4.0,0.2731322300286941,2899799,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,-2.0,0.22201575761959877,2357104,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,0.0,0.16671922471788195,1770030,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,2.0,0.11163631486304013,1185224,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,4.0,0.06326491744429977,671673,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,6.0,0.028351112648292823,300999,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,8.0,0.009376337498794367,99547,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,10.0,0.0024547812379436726,26062,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,12.0,0.0007744306399498457,8222,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,14.0,0.00039070035204475306,4148,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,16.0,0.0002366996105806327,2513,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,18.0,0.00015136341989776235,1607,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_10ns,20.0,0.00011010817539544753,1169,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,-10.0,0.4005536679868345,4252611,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,-8.0,0.36930762396918404,3920877,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,-6.0,0.3326224809811439,3531397,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,-4.0,0.29049418885030864,3084128,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,-2.0,0.24349711853780864,2585168,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,0.0,0.19319642620322144,2051134,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,2.0,0.14323839729214893,1520738,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,4.0,0.09848097812982252,1045556,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,6.0,0.06283767135054977,667137,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,8.0,0.038067476249035496,404156,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,10.0,0.022629255129967208,240251,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,12.0,0.013517780068479939,143516,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,14.0,0.00825566421320409,87649,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,16.0,0.005142400294174383,54596,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,18.0,0.0032449416172357255,34451,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_300ns,20.0,0.0021006266276041665,22302,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,-10.0,0.39237571056978204,4165787,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,-8.0,0.3590259316526813,3811718,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,-6.0,0.3201917483482832,3399422,10616832,6
